body,title
"
En redes sociales circula un video donde se observa que un sujeto se lanza contra un camioneta para ser atropellado en calles de Iztapalapa.
De acuerdo con la información de la grabación, los hechos ocuerrieron cerca de las 14:25 horas sobre la calle Batalla de Loma Alta.
En la grabación se observa que el individuo deja pasar varios automóviles para aventarse.

Fotografía: Tomada de video
En los comentarios que acompañan la publicación se lee que este método de extorsión es conocido como “Superman”, y consiste en que las personas que se lanzan pretenden extorsionar al conductor en busca de obtener dinero a cambio para no denunciarlo ante las autoridades.
Usuarios de redes sociales manifestaron su enojo ante este hecho.


Fotografía: Tomada de video
 

Superman ataca de nuevo en la Ciudad de México...  pic.twitter.com/05JREmBgtL
 — Raúl Gutiérrez (@OpEsMx) September 2, 2019
 ",Captan a sujeto que se lanza contra camioneta y provoca accidente en Iztapalapa
